sale_id,product_name,category,quantity,unit_price,sale_date,customer_type
394,Detergent 1kg,Household,15.0,127.0,2026-01-23,Wholesale
395,Namkeen 200g,Snacks,12.0,65.0,2026-01-17,Wholesale
396,Chips,Snacks,6.0,19.0,2026-06-29,Wholesale
397,Soap,Personal Care,17.0,35.0,2026-02-27,Regular
398,Shampoo,Personal Care,8.0,177.0,2026-05-07,Regular
399,Milk 1L,Dairy,19.0,58.0,2026-04-05,Walk-in
400,Tea Powder 250g,Grocery,3.0,124.0,2026-01-17,Walk-in
401,Curd 500g,Dairy,17.0,42.0,2026-04-16,Walk-in
402,Sugar 1kg,Grocery,11.0,42.0,2026-06-14,Regular
403,Detergent 1kg,Household,,132.0,2026-03-30,Regular
404,Soap,Personal Care,14.0,32.0,2026-05-09,Regular
405,Cooking Oil 1L,Grocery,5.0,153.0,2026-03-19,Regular
406,Soap,Personal Care,8.0,35.0,2026-03-30,Wholesale
407,Chips,Snacks,9.0,16.0,2026-02-20,Wholesale
408,Biscuits,Snacks,10.0,27.0,2026-06-07,Wholesale
409,Sugar 1kg,Grocery,,48.0,2026-06-01,Wholesale
410,Tea Powder 250g,Grocery,20.0,117.0,2026-06-04,Walk-in
411,Wheat Flour 5kg,Grocery,,215.0,2026-01-12,Wholesale
412,Biscuits,Snacks,7.0,35.0,2026-05-27,Walk-in
413,Rice 5kg,Grocery,18.0,352.0,2026-03-16,Wholesale
414,Chips,Snacks,8.0,22.0,2026-06-25,Walk-in
415,Chips,Snacks,3.0,22.0,2026-06-26,Regular
416,Soap,Personal Care,14.0,37.0,2026-05-04,Walk-in
417,Shampoo,Personal Care,20.0,180.0,2026-02-06,Walk-in
418,Namkeen 200g,Snacks,13.0,60.0,2026-02-03,Walk-in
419,Cooking Oil 1L,Grocery,8.0,150.0,2026-04-30,Regular
420,Biscuits,Snacks,8.0,32.0,2026-02-06,Regular
421,Wheat Flour 5kg,Grocery,13.0,219.0,2026-06-07,Walk-in
422,Toothpaste,Personal Care,11.0,87.0,2026-05-28,Wholesale
423,Namkeen 200g,Snacks,6.0,58.0,2026-05-08,Wholesale
424,Detergent 1kg,Household,10.0,132.0,2026-05-08,Regular
425,Sugar 1kg,Grocery,17.0,46.0,2026-04-28,Regular
426,Shampoo,Personal Care,12.0,184.0,2026-01-13,Regular
427,Chips,Snacks,20.0,22.0,2026-06-17,Wholesale
428,Dishwash Liquid,Household,18.0,94.0,2026-01-03,Regular
429,Paneer 200g,Dairy,9.0,77.0,2026-04-04,Walk-in
430,Milk 1L,Dairy,13.0,50.0,2026-01-14,Wholesale
431,Shampoo,Personal Care,18.0,180.0,2026-03-15,Regular
432,Curd 500g,Dairy,15.0,,2026-05-21,Walk-in
433,Cooking Oil 1L,Grocery,4.0,147.0,2026-04-11,Walk-in
434,Namkeen 200g,Snacks,,63.0,2026-02-06,Regular
435,Curd 500g,Dairy,2.0,43.0,2026-01-12,Regular
436,Tea Powder 250g,Grocery,16.0,120.0,2026-05-13,Walk-in
437,Tea Powder 250g,Grocery,17.0,124.0,2026-02-05,Walk-in
438,Namkeen 200g,Snacks,13.0,57.0,2026-06-07,Wholesale
439,Chips,Snacks,11.0,24.0,2026-05-10,Wholesale
440,Dishwash Liquid,Household,10.0,99.0,2026-05-02,Regular
441,Milk 1L,Dairy,4.0,55.0,2026-04-17,Wholesale
442,Chips,Snacks,1.0,25.0,2026-06-02,Walk-in
443,Biscuits,Snacks,19.0,35.0,2026-05-28,Regular
444,Wheat Flour 5kg,Grocery,16.0,224.0,2026-02-13,Wholesale
445,Curd 500g,Dairy,8.0,37.0,2026-01-09,Wholesale
446,Cooking Oil 1L,Grocery,1.0,148.0,2026-04-23,Walk-in
447,Paneer 200g,Dairy,14.0,77.0,2026-06-26,Regular
448,Paneer 200g,Dairy,20.0,83.0,2026-05-01,Wholesale
449,Wheat Flour 5kg,Grocery,17.0,217.0,2026-02-23,Wholesale
450,Namkeen 200g,Snacks,16.0,65.0,2026-05-15,Walk-in
451,Namkeen 200g,Snacks,15.0,57.0,2026-05-17,Walk-in
452,Milk 1L,Dairy,9.0,60.0,2026-06-06,Walk-in
453,Shampoo,Personal Care,9.0,178.0,2026-05-23,Walk-in
454,Toothpaste,Personal Care,10.0,89.0,2026-06-30,Regular
455,Dishwash Liquid,Household,16.0,95.0,2026-03-31,Wholesale
456,Biscuits,Snacks,4.0,29.0,2026-05-27,Wholesale
457,Curd 500g,Dairy,12.0,41.0,2026-02-07,Walk-in
458,Wheat Flour 5kg,Grocery,,219.0,2026-03-30,Walk-in
459,Biscuits,Snacks,7.0,32.0,2026-02-21,Wholesale
460,Biscuits,Snacks,9.0,33.0,2026-02-05,Regular
461,Toothpaste,Personal Care,2.0,88.0,2026-06-21,Wholesale
462,Toothpaste,Personal Care,8.0,95.0,2026-01-14,Regular
463,Paneer 200g,Dairy,16.0,,2026-01-26,Wholesale
464,Tea Powder 250g,Grocery,,115.0,2026-02-10,Walk-in
465,Dishwash Liquid,Household,7.0,97.0,2026-03-15,Walk-in
466,Chips,Snacks,2.0,25.0,2026-01-23,Wholesale
467,Toothpaste,Personal Care,2.0,93.0,2026-02-14,Walk-in
468,Soap,Personal Care,13.0,30.0,2026-05-07,Regular
469,Chips,Snacks,1.0,15.0,2026-03-18,Wholesale
470,Cooking Oil 1L,Grocery,10.0,150.0,2026-04-27,Wholesale
471,Dishwash Liquid,Household,17.0,92.0,2026-04-30,Walk-in
472,Shampoo,Personal Care,11.0,176.0,2026-02-11,Wholesale
473,Detergent 1kg,Household,9.0,135.0,2026-02-17,Regular
474,Namkeen 200g,Snacks,19.0,59.0,2026-06-22,Regular
475,Soap,Personal Care,13.0,39.0,2026-04-20,Wholesale
476,Namkeen 200g,Snacks,13.0,56.0,2026-06-21,Regular
477,Soap,Personal Care,16.0,32.0,2026-03-24,Regular
478,Rice 5kg,Grocery,13.0,349.0,2026-03-02,Walk-in
479,Biscuits,Snacks,10.0,30.0,2026-05-30,Wholesale
480,Rice 5kg,Grocery,12.0,349.0,2026-06-27,Regular
481,Wheat Flour 5kg,Grocery,4.0,225.0,2026-04-30,Walk-in
482,Soap,Personal Care,17.0,36.0,2026-06-30,Walk-in
483,Cooking Oil 1L,Grocery,10.0,155.0,2026-04-05,Wholesale
484,Toothpaste,Personal Care,5.0,88.0,2026-05-03,Regular
485,Detergent 1kg,Household,12.0,134.0,2026-04-17,Wholesale
486,Dishwash Liquid,Household,7.0,98.0,2026-03-05,Wholesale
487,Sugar 1kg,Grocery,15.0,48.0,2026-05-16,Wholesale
488,Milk 1L,Dairy,19.0,51.0,2026-01-29,Regular
489,Shampoo,Personal Care,18.0,184.0,2026-02-08,Regular
490,Namkeen 200g,Snacks,15.0,63.0,2026-01-30,Wholesale
491,Shampoo,Personal Care,16.0,184.0,2026-01-24,Wholesale
492,Detergent 1kg,Household,15.0,125.0,2026-02-03,Wholesale
493,Paneer 200g,Dairy,19.0,82.0,2026-01-15,Wholesale
494,DETERGENT 1KG  ,Household,10.0,135.0,2026-01-06,Walk-in
495,Biscuits,Snacks,7.0,25.0,2026-05-29,Regular
496,Wheat Flour 5kg,Grocery,,221.0,2026-06-29,Regular
497,Wheat Flour 5kg,Grocery,16.0,216.0,2026-01-09,Walk-in
498,Paneer 200g,Dairy,5.0,77.0,2026-06-14,Wholesale
499,Paneer 200g,Dairy,13.0,80.0,2026-04-25,Walk-in
500,Curd 500g,Dairy,18.0,36.0,2026-02-04,Wholesale
501,Milk 1L,Dairy,6.0,51.0,2026-05-18,Walk-in
502,Tea Powder 250g,Grocery,1.0,118.0,2026-01-06,Walk-in
503,Detergent 1kg,Household,18.0,135.0,2026-04-19,Wholesale
504,Curd 500g,Dairy,8.0,38.0,2026-04-28,Walk-in
505,Tea Powder 250g,Grocery,7.0,119.0,2026-01-29,Regular
506,Paneer 200g,Dairy,1.0,84.0,2026-03-03,Regular
507,Sugar 1kg,Grocery,20.0,41.0,2026-01-09,Walk-in
508,Wheat Flour 5kg,Grocery,2.0,218.0,2026-04-13,Walk-in
509,Toothpaste,Personal Care,7.0,93.0,2026-01-15,Regular
510,Chips,Snacks,19.0,18.0,2026-03-23,Wholesale
511,Namkeen 200g,Snacks,10.0,58.0,2026-02-06,Wholesale
512,Toothpaste,Personal Care,10.0,91.0,2026-03-12,Regular
513,Soap,Personal Care,14.0,40.0,2026-05-23,Walk-in
514,Wheat Flour 5kg,Grocery,13.0,220.0,2026-05-15,Walk-in
515,Paneer 200g,Dairy,5.0,81.0,2026-03-18,Walk-in
516,Soap,Personal Care,16.0,38.0,2026-03-03,Regular
517,Chips,Snacks,15.0,17.0,2026-01-15,Wholesale
518,Paneer 200g,Dairy,18.0,81.0,2026-05-16,Regular
519,Curd 500g,Dairy,9.0,38.0,2026-02-22,Walk-in
520,Sugar 1kg,Grocery,12.0,47.0,2026-01-24,Wholesale
521,Shampoo,Personal Care,9.0,175.0,2026-04-07,Wholesale
522,Wheat Flour 5kg,Grocery,7.0,216.0,2026-05-31,Wholesale
523,Shampoo,Personal Care,7.0,182.0,2026-03-27,Walk-in
524,Rice 5kg,Grocery,7.0,348.0,2026-01-31,Wholesale
525,Dishwash Liquid,Household,20.0,93.0,2026-06-30,Regular
526,Curd 500g,Dairy,18.0,38.0,2026-03-24,Walk-in
527,Curd 500g,Dairy,18.0,42.0,2026-06-16,Walk-in
528,Chips,Snacks,12.0,19.0,2026-05-12,Walk-in
529,Detergent 1kg,Household,16.0,126.0,2026-03-23,Regular
530,Milk 1L,Dairy,14.0,55.0,2026-01-12,Wholesale
531,Toothpaste,Personal Care,1.0,87.0,2026-03-08,Wholesale
532,Paneer 200g,Dairy,5.0,79.0,2026-02-20,Walk-in
533,Toothpaste,Personal Care,19.0,91.0,2026-03-04,Walk-in
534,Namkeen 200g,Snacks,16.0,59.0,2026-06-14,Wholesale
535,Dishwash Liquid,Household,6.0,97.0,2026-04-01,Regular
536,Tea Powder 250g,Grocery,16.0,123.0,2026-02-17,Wholesale
537,Wheat Flour 5kg,Grocery,2.0,223.0,2026-01-20,Wholesale
538,Wheat Flour 5kg,Grocery,14.0,215.0,2026-02-05,Wholesale
539,Toothpaste,Personal Care,5.0,86.0,2026-01-03,Regular
540,Detergent 1kg,Household,2.0,130.0,2026-06-08,Wholesale
541,Dishwash Liquid,Household,16.0,100.0,2026-01-05,Regular
542,Paneer 200g,Dairy,1.0,75.0,2026-05-16,Wholesale
543,Biscuits,Snacks,10.0,33.0,2026-01-05,Wholesale
544,Paneer 200g,Dairy,4.0,77.0,2026-01-25,Wholesale
545,Tea Powder 250g,Grocery,7.0,,2026-06-08,Wholesale
546,Biscuits,Snacks,9.0,30.0,2026-04-12,Regular
547,Milk 1L,Dairy,15.0,56.0,2026-05-25,Regular
548,Toothpaste,Personal Care,3.0,89.0,2026-06-17,Wholesale
549,Wheat Flour 5kg,Grocery,13.0,216.0,2026-04-08,Walk-in
550,Dishwash Liquid,Household,1.0,90.0,2026-06-29,Regular
551,Sugar 1kg,Grocery,14.0,47.0,2026-06-15,Walk-in
552,Cooking Oil 1L,Grocery,2.0,153.0,2026-02-28,Regular
553,Dishwash Liquid,Household,2.0,94.0,2026-01-20,Wholesale
554,Biscuits,Snacks,19.0,33.0,2026-06-18,Regular
555,Soap,Personal Care,1.0,35.0,2026-02-23,Wholesale
556,Tea Powder 250g,Grocery,3.0,121.0,2026-03-18,Regular
557,Toothpaste,Personal Care,13.0,94.0,2026-06-23,Wholesale
558,Namkeen 200g,Snacks,5.0,61.0,2026-06-26,Wholesale
559,Sugar 1kg,Grocery,12.0,48.0,2026-01-14,Regular
560,Paneer 200g,Dairy,3.0,78.0,2026-03-29,Wholesale
561,Curd 500g,Dairy,1.0,40.0,2026-06-12,Walk-in
562,Detergent 1kg,Household,8.0,132.0,2026-04-02,Wholesale
563,Curd 500g,Dairy,6.0,41.0,2026-06-24,Wholesale
564,Curd 500g,Dairy,20.0,36.0,2026-03-17,Regular
565,Sugar 1kg,Grocery,9.0,41.0,2026-02-09,Walk-in
566,Tea Powder 250g,Grocery,11.0,121.0,2026-04-03,Regular
567,Sugar 1kg,Grocery,10.0,40.0,2026-04-24,Walk-in
568,Biscuits,Snacks,5.0,26.0,2026-01-23,Regular
569,Paneer 200g,Dairy,18.0,82.0,2026-05-23,Wholesale
570,PANEER 200G  ,Dairy,1.0,76.0,2026-01-23,Walk-in
571,Sugar 1kg,Grocery,20.0,49.0,2026-03-25,Walk-in
572,Rice 5kg,Grocery,14.0,349.0,2026-04-10,Regular
573,Toothpaste,Personal Care,,94.0,2026-02-13,Wholesale
574,Curd 500g,Dairy,5.0,37.0,2026-03-10,Walk-in
575,Biscuits,Snacks,5.0,32.0,2026-01-17,Regular
576,Paneer 200g,Dairy,14.0,79.0,2026-03-18,Walk-in
577,Sugar 1kg,Grocery,9.0,45.0,2026-03-05,Wholesale
578,Dishwash Liquid,Household,20.0,99.0,2026-02-20,Walk-in
579,Cooking Oil 1L,Grocery,10.0,147.0,2026-01-02,Walk-in
580,Namkeen 200g,Snacks,13.0,64.0,2026-03-26,Walk-in
581,Namkeen 200g,Snacks,20.0,61.0,2026-02-04,Walk-in
582,Namkeen 200g,Snacks,7.0,64.0,2026-05-03,Walk-in
583,Soap,Personal Care,11.0,36.0,2026-03-16,Wholesale
584,Dishwash Liquid,Household,8.0,99.0,2026-03-25,Walk-in
585,Biscuits,Snacks,12.0,31.0,2026-01-30,Wholesale
586,Shampoo,Personal Care,18.0,184.0,2026-02-16,Wholesale
587,Rice 5kg,Grocery,7.0,352.0,2026-04-23,Walk-in
588,Sugar 1kg,Grocery,16.0,46.0,2026-02-05,Wholesale
589,Chips,Snacks,9.0,18.0,2026-06-18,Regular
590,Paneer 200g,Dairy,3.0,81.0,2026-04-25,Wholesale
591,Dishwash Liquid,Household,13.0,99.0,2026-05-17,Wholesale
592,Paneer 200g,Dairy,2.0,83.0,2026-04-03,Wholesale
593,Sugar 1kg,Grocery,8.0,41.0,2026-06-18,Wholesale
594,Milk 1L,Dairy,20.0,52.0,2026-01-12,Wholesale
595,Curd 500g,Dairy,14.0,40.0,2026-01-28,Regular
596,Cooking Oil 1L,Grocery,8.0,149.0,2026-05-11,Wholesale
597,Toothpaste,Personal Care,12.0,92.0,2026-04-11,Walk-in
598,Tea Powder 250g,Grocery,1.0,120.0,2026-05-04,Regular
599,Chips,Snacks,3.0,21.0,2026-01-30,Wholesale
600,Tea Powder 250g,Grocery,10.0,120.0,2026-03-29,Walk-in
601,Shampoo,Personal Care,16.0,183.0,2026-03-31,Walk-in
602,Cooking Oil 1L,Grocery,15.0,152.0,2026-03-23,Regular
603,Chips,Snacks,4.0,15.0,2026-01-06,Walk-in
604,Cooking Oil 1L,Grocery,6.0,155.0,2026-03-04,Wholesale
605,Soap,Personal Care,6.0,38.0,2026-03-26,Wholesale
606,Paneer 200g,Dairy,,82.0,2026-04-14,Wholesale
607,Soap,Personal Care,14.0,32.0,2026-04-12,Regular
608,SHAMPOO  ,Personal Care,19.0,182.0,2026-04-20,Walk-in
609,Rice 5kg,Grocery,7.0,,2026-03-13,Wholesale
610,Sugar 1kg,Grocery,4.0,49.0,2026-05-18,Regular
611,Milk 1L,Dairy,7.0,55.0,2026-04-28,Regular
612,Biscuits,Snacks,16.0,35.0,2026-05-16,Wholesale
613,Namkeen 200g,Snacks,13.0,64.0,2026-06-06,Walk-in
614,Cooking Oil 1L,Grocery,12.0,150.0,2026-04-28,Wholesale
615,Soap,Personal Care,10.0,40.0,2026-06-07,Wholesale
616,Sugar 1kg,Grocery,5.0,50.0,2026-03-22,Regular
617,Toothpaste,Personal Care,4.0,89.0,2026-02-16,Walk-in
618,Tea Powder 250g,Grocery,13.0,123.0,2026-04-18,Wholesale
619,Tea Powder 250g,Grocery,13.0,124.0,2026-04-19,Regular
620,Dishwash Liquid,Household,18.0,100.0,2026-06-27,Wholesale
621,Soap,Personal Care,6.0,38.0,2026-05-06,Walk-in
622,Tea Powder 250g,Grocery,11.0,117.0,2026-04-26,Wholesale
623,Wheat Flour 5kg,Grocery,1.0,220.0,2026-05-05,Regular
624,Shampoo,Personal Care,18.0,181.0,2026-05-10,Wholesale
625,Dishwash Liquid,Household,16.0,96.0,2026-04-17,Wholesale
626,Detergent 1kg,Household,6.0,132.0,2026-01-22,Wholesale
627,Rice 5kg,Grocery,10.0,348.0,2026-01-09,Walk-in
628,Toothpaste,Personal Care,10.0,93.0,2026-02-13,Walk-in
629,Dishwash Liquid,Household,17.0,98.0,2026-01-29,Wholesale
630,Cooking Oil 1L,Grocery,18.0,149.0,2026-04-04,Wholesale
631,Wheat Flour 5kg,Grocery,18.0,222.0,2026-02-25,Walk-in
632,Cooking Oil 1L,Grocery,8.0,155.0,2026-03-18,Regular
633,Detergent 1kg,Household,12.0,129.0,2026-01-23,Walk-in
634,Cooking Oil 1L,Grocery,7.0,148.0,2026-05-31,Wholesale
635,Milk 1L,Dairy,14.0,59.0,2026-02-12,Wholesale
636,Tea Powder 250g,Grocery,7.0,118.0,2026-01-16,Wholesale
637,Milk 1L,Dairy,9.0,58.0,2026-06-02,Wholesale
638,Soap,Personal Care,10.0,35.0,2026-03-16,Wholesale
639,Biscuits,Snacks,4.0,33.0,2026-02-04,Walk-in
640,Wheat Flour 5kg,Grocery,5.0,219.0,2026-06-29,Regular
641,Toothpaste,Personal Care,11.0,87.0,2026-03-05,Wholesale
642,Curd 500g,Dairy,5.0,42.0,2026-05-28,Wholesale
643,Biscuits,Snacks,14.0,35.0,2026-04-07,Walk-in
644,Sugar 1kg,Grocery,3.0,50.0,2026-04-14,Wholesale
645,Biscuits,Snacks,15.0,30.0,2026-05-05,Walk-in
646,Rice 5kg,Grocery,15.0,346.0,2026-06-12,Wholesale
647,Milk 1L,Dairy,18.0,51.0,2026-04-12,Regular
648,Paneer 200g,Dairy,16.0,78.0,2026-03-10,Walk-in
649,Chips,Snacks,18.0,20.0,2026-05-28,Regular
650,Dishwash Liquid,Household,2.0,95.0,2026-01-12,Regular
651,Detergent 1kg,Household,4.0,125.0,2026-02-10,Walk-in
652,Detergent 1kg,Household,,125.0,2026-02-21,Wholesale
653,Tea Powder 250g,Grocery,10.0,125.0,2026-02-10,Walk-in
654,Sugar 1kg,Grocery,12.0,50.0,2026-03-06,Regular
655,Milk 1L,Dairy,6.0,60.0,2026-01-14,Walk-in
656,Chips,Snacks,14.0,18.0,2026-06-17,Regular
657,Cooking Oil 1L,Grocery,7.0,145.0,2026-05-03,Regular
658,Tea Powder 250g,Grocery,8.0,124.0,2026-05-13,Wholesale
659,Detergent 1kg,Household,1.0,125.0,2026-06-28,Walk-in
660,Cooking Oil 1L,Grocery,5.0,151.0,2026-05-03,Regular
661,Toothpaste,Personal Care,3.0,91.0,2026-01-27,Regular
662,Namkeen 200g,Snacks,10.0,60.0,2026-02-05,Walk-in
663,Tea Powder 250g,Grocery,5.0,125.0,2026-01-18,Wholesale
664,Rice 5kg,Grocery,6.0,354.0,2026-04-23,Walk-in
665,Shampoo,Personal Care,5.0,185.0,2026-04-16,Wholesale
666,Detergent 1kg,Household,3.0,128.0,2026-01-26,Regular
667,Cooking Oil 1L,Grocery,13.0,154.0,2026-03-31,Walk-in
668,Namkeen 200g,Snacks,8.0,57.0,2026-03-12,Wholesale
669,Sugar 1kg,Grocery,18.0,43.0,2026-06-03,Wholesale
670,Chips,Snacks,10.0,15.0,2026-02-22,Wholesale
671,Shampoo,Personal Care,10.0,181.0,2026-06-15,Regular
672,Toothpaste,Personal Care,13.0,92.0,2026-01-29,Regular
673,Dishwash Liquid,Household,20.0,100.0,2026-01-19,Wholesale
674,Rice 5kg,Grocery,11.0,350.0,2026-02-03,Walk-in
675,Paneer 200g,Dairy,18.0,80.0,2026-06-24,Regular
676,Dishwash Liquid,Household,1.0,91.0,2026-05-31,Regular
677,Rice 5kg,Grocery,7.0,349.0,2026-01-11,Regular
678,Curd 500g,Dairy,,43.0,2026-06-10,Wholesale
679,Paneer 200g,Dairy,13.0,81.0,2026-01-22,Wholesale
680,Tea Powder 250g,Grocery,,119.0,2026-03-21,Regular
681,Shampoo,Personal Care,18.0,177.0,2026-03-25,Walk-in
682,Sugar 1kg,Grocery,14.0,44.0,2026-03-03,Regular
683,Toothpaste,Personal Care,14.0,86.0,2026-01-30,Walk-in
684,Wheat Flour 5kg,Grocery,6.0,219.0,2026-01-31,Regular
685,Tea Powder 250g,Grocery,6.0,115.0,2026-05-08,Walk-in
686,BISCUITS  ,Snacks,12.0,27.0,2026-02-02,Wholesale
687,Biscuits,Snacks,1.0,26.0,2026-03-27,Walk-in
688,Biscuits,Snacks,3.0,33.0,2026-03-09,Wholesale
689,Sugar 1kg,Grocery,15.0,47.0,2026-05-11,Walk-in
690,Wheat Flour 5kg,Grocery,19.0,222.0,2026-02-12,Walk-in
691,Soap,Personal Care,4.0,34.0,2026-05-27,Wholesale
692,Cooking Oil 1L,Grocery,17.0,148.0,2026-01-01,Regular
693,Rice 5kg,Grocery,2.0,348.0,2026-05-01,Walk-in
694,Curd 500g,Dairy,6.0,37.0,2026-01-10,Wholesale
695,Paneer 200g,Dairy,11.0,78.0,2026-03-05,Walk-in
696,Namkeen 200g,Snacks,3.0,59.0,2026-05-27,Walk-in
697,Cooking Oil 1L,Grocery,2.0,153.0,2026-02-15,Regular
698,Wheat Flour 5kg,Grocery,3.0,221.0,2026-04-30,Walk-in
699,Chips,Snacks,3.0,20.0,2026-05-22,Walk-in
700,Rice 5kg,Grocery,7.0,350.0,2026-03-16,Wholesale
701,Chips,Snacks,,24.0,2026-04-29,Walk-in
702,Dishwash Liquid,Household,18.0,93.0,2026-03-04,Regular
703,Rice 5kg,Grocery,1.0,351.0,2026-03-01,Wholesale
704,Milk 1L,Dairy,1.0,60.0,2026-03-27,Regular
705,Curd 500g,Dairy,4.0,39.0,2026-02-22,Wholesale
706,Toothpaste,Personal Care,16.0,91.0,2026-01-16,Regular
707,Biscuits,Snacks,2.0,26.0,2026-03-01,Wholesale
708,Paneer 200g,Dairy,15.0,80.0,2026-01-22,Wholesale
709,Cooking Oil 1L,Grocery,5.0,153.0,2026-06-13,Walk-in
710,Sugar 1kg,Grocery,19.0,49.0,2026-01-16,Walk-in
711,Tea Powder 250g,Grocery,10.0,118.0,2026-03-08,Walk-in
712,Curd 500g,Dairy,11.0,40.0,2026-04-26,Walk-in
713,Toothpaste,Personal Care,7.0,86.0,2026-02-04,Wholesale
714,Cooking Oil 1L,Grocery,4.0,147.0,2026-02-12,Walk-in
715,Detergent 1kg,Household,14.0,130.0,2026-01-31,Wholesale
716,Milk 1L,Dairy,15.0,53.0,2026-03-20,Walk-in
717,Biscuits,Snacks,3.0,26.0,2026-02-10,Wholesale
718,Chips,Snacks,2.0,24.0,2026-02-25,Walk-in
719,Tea Powder 250g,Grocery,8.0,116.0,2026-04-02,Walk-in
720,Wheat Flour 5kg,Grocery,10.0,225.0,2026-03-08,Regular
721,Rice 5kg,Grocery,15.0,351.0,2026-05-23,Wholesale
722,Toothpaste,Personal Care,15.0,86.0,2026-01-27,Regular
723,Cooking Oil 1L,Grocery,2.0,145.0,2026-02-26,Regular
724,Shampoo,Personal Care,12.0,181.0,2026-06-25,Wholesale
725,Sugar 1kg,Grocery,19.0,49.0,2026-03-08,Regular
726,Rice 5kg,Grocery,7.0,346.0,2026-06-15,Walk-in
727,Tea Powder 250g,Grocery,11.0,116.0,2026-02-01,Regular
728,Detergent 1kg,Household,6.0,125.0,2026-05-27,Walk-in
729,Curd 500g,Dairy,1.0,42.0,2026-04-08,Wholesale
730,Paneer 200g,Dairy,12.0,77.0,2026-02-24,Regular
731,Biscuits,Snacks,15.0,29.0,2026-02-08,Regular
732,TOOTHPASTE  ,Personal Care,10.0,95.0,2026-05-08,Walk-in
733,Dishwash Liquid,Household,3.0,90.0,2026-03-13,Walk-in
734,Tea Powder 250g,Grocery,7.0,121.0,2026-06-14,Wholesale
735,Toothpaste,Personal Care,18.0,95.0,2026-01-05,Walk-in
736,Milk 1L,Dairy,18.0,57.0,2026-05-05,Walk-in
737,Namkeen 200g,Snacks,9.0,61.0,2026-02-16,Regular
738,Namkeen 200g,Snacks,8.0,64.0,2026-01-08,Walk-in
739,Wheat Flour 5kg,Grocery,17.0,222.0,2026-04-02,Wholesale
740,Toothpaste,Personal Care,4.0,87.0,2026-03-05,Wholesale
741,Toothpaste,Personal Care,18.0,89.0,2026-01-15,Regular
742,Curd 500g,Dairy,6.0,40.0,2026-02-15,Regular
743,Namkeen 200g,Snacks,19.0,60.0,2026-01-08,Wholesale
744,Milk 1L,Dairy,19.0,59.0,2026-02-06,Wholesale
745,Shampoo,Personal Care,18.0,182.0,2026-03-21,Regular
746,Dishwash Liquid,Household,3.0,90.0,2026-01-15,Regular
747,Toothpaste,Personal Care,17.0,85.0,2026-05-03,Regular
748,Namkeen 200g,Snacks,7.0,64.0,2026-02-03,Walk-in
749,Soap,Personal Care,2.0,35.0,2026-01-06,Regular
750,Tea Powder 250g,Grocery,17.0,116.0,2026-04-04,Regular
751,Milk 1L,Dairy,13.0,60.0,2026-05-31,Regular
752,Namkeen 200g,Snacks,11.0,59.0,2026-02-04,Regular
753,Paneer 200g,Dairy,16.0,85.0,2026-06-16,Walk-in
754,Soap,Personal Care,20.0,38.0,2026-04-02,Regular
755,Soap,Personal Care,10.0,36.0,2026-06-26,Walk-in
756,Tea Powder 250g,Grocery,1.0,117.0,2026-06-29,Wholesale
757,Curd 500g,Dairy,2.0,44.0,2026-02-16,Wholesale
758,Namkeen 200g,Snacks,8.0,64.0,2026-06-13,Wholesale
759,Cooking Oil 1L,Grocery,5.0,152.0,2026-03-26,Wholesale
760,Sugar 1kg,Grocery,12.0,43.0,2026-03-23,Regular
761,Sugar 1kg,Grocery,11.0,50.0,2026-04-25,Regular
762,Biscuits,Snacks,8.0,28.0,2026-06-27,Regular
763,Milk 1L,Dairy,4.0,54.0,2026-01-01,Regular
764,Curd 500g,Dairy,14.0,42.0,2026-02-12,Walk-in
765,Dishwash Liquid,Household,12.0,96.0,2026-05-20,Walk-in
766,Cooking Oil 1L,Grocery,19.0,,2026-06-16,Wholesale
767,Toothpaste,Personal Care,15.0,87.0,2026-01-19,Regular
768,Chips,Snacks,11.0,15.0,2026-03-08,Regular
769,Sugar 1kg,Grocery,6.0,45.0,2026-04-07,Regular
770,Sugar 1kg,Grocery,3.0,48.0,2026-03-28,Wholesale
771,Dishwash Liquid,Household,14.0,90.0,2026-06-17,Regular
772,Paneer 200g,Dairy,2.0,77.0,2026-01-26,Walk-in
773,Shampoo,Personal Care,,178.0,2026-06-28,Wholesale
774,Biscuits,Snacks,10.0,35.0,2026-03-18,Regular
775,Cooking Oil 1L,Grocery,13.0,145.0,2026-05-27,Wholesale
776,DISHWASH LIQUID  ,Household,2.0,92.0,2026-04-03,Regular
777,Paneer 200g,Dairy,10.0,76.0,2026-06-19,Wholesale
778,Dishwash Liquid,Household,4.0,93.0,2026-01-07,Regular
779,Soap,Personal Care,10.0,40.0,2026-01-21,Walk-in
780,Cooking Oil 1L,Grocery,13.0,149.0,2026-05-01,Walk-in
781,Biscuits,Snacks,18.0,26.0,2026-04-10,Regular
782,Milk 1L,Dairy,12.0,56.0,2026-02-17,Walk-in
783,Wheat Flour 5kg,Grocery,15.0,219.0,2026-04-30,Walk-in
784,Toothpaste,Personal Care,19.0,89.0,2026-01-16,Regular
785,Cooking Oil 1L,Grocery,12.0,146.0,2026-05-19,Walk-in
786,Toothpaste,Personal Care,2.0,93.0,2026-04-10,Wholesale
787,Paneer 200g,Dairy,16.0,83.0,2026-05-27,Regular
788,Dishwash Liquid,Household,3.0,94.0,2026-04-12,Wholesale
